,title,description,datetime,category,agency
243,پیش‌بینی قیمت طلا و سکه تا پایان هفته جاری,"
عضو اتحادیه طلا و جواهر تهران اظهار کرد: تا پایان هفته جاری روندی باثبات و بدون تغییر برای نرخ طلا و سکه قابل پیش‌بینی است وافزایش یا کاهش شدیدی در این بازار قابل پیش‌بینی نخواهد بود.
",2022-10-10 12:36:58,اخبار طلا و سکه,نبض بازار
244,یتیمی که صدها یتیم بزرگ کرد + تصاویر,"
به گزارش سات طلا، دیدن پسربچه گرسنه و بی‌حال در کنار خیابان، حالش را دگرگون کرد. او را یاد عهدی انداخت که با خدا در زمان گرسنگی و یتیمی بسته بود. پسربچه را به خانه برد، غذا داد و لباس نو بر تنش کرد.
",2022-10-10 12:17:23,اخبار طلا و سکه,سایت طلا
245,قیمت سکه ، دلار و یورو امروز 18 مهر 1401/ تداوم ریزش نرخ دلار و سکه,"
اقتصادنیوز: در بازار امروز قیمت سکه عقب نشینی کرد.
",2022-10-10 12:07:12,اخبار طلا و سکه,اقتصاد نیوز
246,کاربرد فلزات گرانبها در صنایع/نرخ جهانی قیمت فلزات گرانبها در معاملات امروز ۱۸ مهر ۱۴۰۱,"
فلزات غیرآهنی شامل آلومینیوم، مس، سرب، روی و قلع و همچنین فلزات گرانبها مانند طلا و نقره است که مزیت اصلی آن‌ها نسبت به مواد آهنی، چکش خواری آن هاست.
",2022-10-10 11:52:10,اخبار طلا و سکه,نبض بازار
247,روزهایی که طلا خریدن جذاب نیست!,"
یک مهاجرت جهانی در بازار طلا در جریان است زیرا سرمایه‌گذاران غربی شمش را رها می‌کنند در حالی که خریداران آسیایی از کاهش قیمت برای خرید جواهرات و شمش‌های ارزان استفاده می‌کنند.
",2022-10-10 11:42:11,اخبار طلا و سکه,اقتصاد آنلاین
248,طلا صعودی شد,"
قیمت طلا امروز جمعه به دلیل کاهش ارزش دلار افزایش یافت اما انتظارات برای افزایش بیشتر نرخ بهره مانع از افزایش بیشتر شد زیرا جروم پاول، رئیس فدرال رزرو آمریکا بر تعهد بانک مرکزی برای مهار تورم تاکید کرد.
",2022-10-10 11:36:51,اخبار طلا و سکه,اقتصاد آنلاین
249,افزایش آتی بهای نفت؛ قطعی یا محتمل؟,"
با انتشار گزارشی مبنی بر کندی اقتصاد چین و بروز نگرانی در مورد کاهش تقاضای جهانی سوخت، نفت امروز با کاهش روبرو شد.
",2022-10-10 11:11:42,اخبار طلا و سکه,اخبار ویژه
250,مهاجرت جهانی در بازار طلا!,"
یک مهاجرت جهانی در بازار طلا در جریان است زیرا سرمایه‌گذاران غربی شمش را رها می‌کنند در حالی که خریداران آسیایی از کاهش قیمت برای خرید جواهرات و شمش‌های ارزان استفاده می‌کنند.
",2022-10-10 10:47:07,اخبار طلا و سکه,اخبار بانک
251,پیش‌بینی طلا؛ تثبیت در کدام سطح؟,"
با انتشار گزارش قوی داده‌های شغلی و تداوم تشدید سیاست فدرال رزرو، طلا به زیر سطح کلیدی 1700 برگشت؛ و اما دلار نزدیک به بالاترین حد 20 سال اخیر تثبیت شد.
",2022-10-10 10:22:31,اخبار طلا و سکه,اخبار ویژه
252,تردید‌های طلا در مرز ۱۷۰۰ دلار,"
تداوم سیاست‌های نرخ بهره و به دنبال آن تقویت شاخص دلار بار دیگر توانست حمایت ۱۷۰۰ دلاری را از بازار طلا سلب کند. بر این اساس باید گفت بازارهای جهانی از جمله طلا، بیت‌کوین و شاخص دلار متاثر از عملکرد فدرال رزرو در کاهش تورم ایالات‌متحده به حرکت در می‌آیند. به دنبال این موضوع باید به نوسانات فلز زرد در پی نوسانات شاخص دلار در ماه اخیر اشاره کرد.
",2022-10-10 10:16:29,اخبار طلا و سکه,اقتصاد 24
253,خریداران سکه زیان کردند,"
عده ای از سکه بازان می گفتند در صورتی که قیمت سکه مرز مقاومتی ۱۴ میلیون و ۸۰۰ هزار تومان‌ را از دست بدهد این امر احتمالا موجب قدرت گرفتن معامله گران کاهشی و تضعیف افزایشی ها خواهد شد.
",2022-10-10 09:46:23,اخبار طلا و سکه,سایت طلا
254,ریزش دوباره قیمت جهانی طلا,"
بهای هر اونس طلا با ۲.۹ درصد کاهش به ۱۶۹۲ دلار و ۱۰ سنت رسید و قیمت طلا در بازار معاملات آمریکا نیز با ۰.۱۷ درصد کاهش به ۱۶۹۳ دلار و ۱۰ سنت رسید.
",2022-10-10 09:46:21,اخبار طلا و سکه,نبض بازار
255,نزول قیمت طلا به زیر ۱۷۰۰ دلار,"
بهای هر اونس طلا با ۲.۹ درصد کاهش به ۱۶۹۲ دلار و ۱۰ سنت رسید.
",2022-10-10 09:26:20,اخبار طلا و سکه,بورس نیوز
256,وضعیت بازار انواع سکه پارسیان امروز ۱۸ مهر ۱۴۰۱ + جدول,"
قیمت روز سکه پارسیان در انواع سوت با عیار ۷۵۰ را در جدول زیر مشاهده کنید.
",2022-10-10 09:26:17,اخبار طلا و سکه,نبض بازار
257,قیمت جهانی طلا امروز ۱۴۰۱/۰۷/۱۸,"
قیمت هر اونس طلا امروز با ۰.۴۶ درصد کاهش به ۱۶۸۷ دلار و ۱۰ سنت رسید.
",2022-10-10 09:11:39,اخبار طلا و سکه,تسنیم
258,طلا به مسیر کاهشی بازگشت,"
قیمت طلا امروز(دوشنبه) کاهش یافت و در جلسه قبل نزدیک به یک درصد کاهش یافت زیرا داده‌های قوی مشاغل ایالات‌متحده این دیدگاه را تثبیت کرد که فدرال رزرو به سیاست افزایش تهاجمی نرخ بهره ادامه خواهد داد.
",2022-10-10 09:11:36,اخبار طلا و سکه,اقتصاد آنلاین
259,حباب قیمت انواع سکه در معاملات امروز ۱۸ مهر چگونه است؟ + جدول,"
قیمت امروز حباب سکه امامی، بهار آزادی، نیم‌سکه، ربع‌سکه و سکه گرمی را جدول زیر ملاحظه کنید.
",2022-10-10 08:51:40,اخبار طلا و سکه,نبض بازار
260,۴ دلیل برای خریدن گوگل پیکسل ۷ (و ۳ دلیل برای نخریدن),"
",2022-10-09 23:11:36,اخبار طلا و سکه,دیجی کالا مگ
261,چطور زندگی ام را تغییر بدهم؟ / راه حل در اختیار شماست، اقدام کنید,"
آنچه بیرون شما می‌گذرد، بازتابی است از آنچه درون شما وجود دارد پس پیش از شروع هر کاری باید درونتان را آماده و متحول سازید.
",2022-10-09 22:41:39,اخبار طلا و سکه,اقتصاد آنلاین
262,سقوط آزاد طلا در بازارهای جهانی,"
یک مهاجرت جهانی در بازار طلا در جریان است و سرمایه گذاران غربی در حال به فروش رساندن شمش‌های طلا هستند در حالی که خریداران آسیایی از کاهش قیمت برای خرید جواهرات و شمش های ارزان استفاده می کنند.
",2022-10-09 22:41:37,اخبار طلا و سکه,اقتصاد 24
263,عقب نشینی همزمان قیمت دلار و سکه در تهران,"
اقتصادنیوز : بازار امروز 17 مهر ماه 1401 شاهدعقب نشینی قیمت دلار و سکه بود .
",2022-10-09 20:46:29,اخبار طلا و سکه,اقتصاد نیوز
264,بازیگران و شخصیت‌های فیلم «صاعقه‌ها» از دنیای سینمایی مارول,"
",2022-10-09 17:11:53,اخبار طلا و سکه,دیجی کالا مگ
265,پیش‌بینی قیمت طلا در روزهای آینده,"
قیمت طلا دیروز در بازار تهران با ریزش قیمت مواجه شد.
",2022-10-09 14:46:50,اخبار طلا و سکه,اقتصاد 24
266,ریزش قیمت سکه در بازار ایران / کاهش قیمتها ادامه دارد؟,"
کیومرث امیریان گفت:قیمت طلا و سکه در معاملات امروز نسبت به روز گذشته کاهشی تر شده است.
",2022-10-09 14:31:58,اخبار طلا و سکه,سایت طلا
267,سلبریتی سیگنال فروش نقره داغ شد!,"
در هفته گذشته، کمیسیون بورس و اوراق بهادار آمریکا یک سلبریتی را به دلیل عدم افشای مبلغ تبلیغ برای یک رمزارز، ۱.۲۶ میلیون دلار جریمه کرد. در اردیبهشت ماه امسال نیز کمیسیون بورس و اوراق بهادار آمریکا علیه فردی به خاطر فریبکاری در سیگنال‌دهی و عدم افشای برنامه‌های فروش سهام‌هایش اقامه دعوی صادر کرد
",2022-10-09 14:16:59,اخبار طلا و سکه,نبض بورس
268,کاهش نسبی قیمت سکه امامی در بازار تهران امروز ۱۷ مهر ۱۴۰۱,"
در بازار تهران، قیمت هر قطعه سکه امامی با کاهش ۱.۰۷ درصدی، به عدد ۱۴۸،۲۶۰،۰۰۰ ریال دست پیدا کرد.
",2022-10-09 13:11:50,اخبار طلا و سکه,نبض بازار
269,قیمت ربع سکه بهار آزادی یکشنبه ۱۷ مهر ۱۴۰۱,"
قیمت ربع سکه بهار آزادی صبح امروز یکشنبه ۱۷ مهر پنج میلیون و ۲۰۰ هزار به‌ثبت رسید؛ کمترین سطح در یک هفته گذشته
",2022-10-09 12:27:36,اخبار طلا و سکه,فرارو
270,طلا به مسیر صعودی خود برمی گردد؟ /پیش بینی نرخ طلا جهانی,"
تحلیلگر ارشد بازار معتقد است که طلا افزایش یافته است چرا که افزایش تاریخی ارزش دلار کمرنگ شده است.
",2022-10-09 12:26:33,اخبار طلا و سکه,نبض بازار
271,بازارهای طلا همچنان در خطر,"
بازار طلا با وجود بهبود ناگهانی بالای ۱۷۰۰ دلار در هر اونس در این هفته همچنان در معرض خطر است.
",2022-10-09 11:42:15,اخبار طلا و سکه,اقتصاد 24
272,مقررات جدید خرید و فروش سکه اعلام شد + ویدیو,"
به گفته حمیدرضا دهقانی‌نیا، سخنگوی ستاد مرکزی مبارزه با قاچاق کالا و ارز صرافی‌ها باید در سامانه جامع تجارت ثبت نام کنند و دارای کارتابل و هویت شوند.
",2022-10-09 10:46:53,اخبار طلا و سکه,سایت طلا
273,ضربه دلار به بازار سکه / ریزش قیمت سکه تا کجا ادامه دارد؟,"
قیمت دلار در معاملات پشت خطی دیشب بار دیگر در سراشیبی قرار گرفت. برخی از تحلیلگران با اشاره به کاهش قیمت دلار در بازار شبانه روند بازار سکه امروز را نزولی پیش بینی کردند.
",2022-10-09 10:11:51,اخبار طلا و سکه,سایت طلا
274,فیلترینگ اینستاگرام، شرکت پست را نقره داغ کرد,"
محمود لیائی، با اشاره به اختلال اینترنت در دو هفته گذشته و فیلتر پلتفرم‌های خارجی مثل اینستاگرام و واتس‌اپ، گفت: درآمد شرکت پست یک سوم کاهش یافته است
",2022-10-09 09:26:35,اخبار طلا و سکه,بازار نیوز
275,ضربه قیمت دلار به بازار سکه /پیش بینی بازار سکه امروز,"
اقتصادنیوز:قیمت دلار در معاملات پشت خطی دیشب بار دیگر در سراشیبی قرار گرفت. برخی از تحلیلگران با اشاره به کاهش قیمت دلار در بازار شبانه روند بازار سکه امروز را نزولی پیش بینی کردند.
",2022-10-09 09:11:41,اخبار طلا و سکه,اقتصاد نیوز
276,سقوط بزرگ در انتظار طلا؟,"
بازار طلا به محدوده منفی سقوط کرده است و به دنبال داده‌های قوی‌تر از حد انتظار بازار کار، حمایت بالای ۱۷۰۰ دلار در هر اونس را آزمایش کرد.
",2022-10-09 09:03:01,اخبار طلا و سکه,اقتصاد آنلاین
277,پیش‌بینی هفتگی بازار طلای جهانی,"
بازار طلا به محدوده منفی سقوط کرده است و به دنبال داده‌های قوی‌تر از حد انتظار بازار کار، حمایت بالای ۱۷۰۰ دلار در هر اونس را آزمایش کرد.
",2022-10-09 08:46:42,اخبار طلا و سکه,اخبار بانک
278,نرخ روز انواع سکه پارسیان در معاملات امروز ۱۷ مهر ۱۴۰۱ + جدول,"
در جدول زیر قیمت سکه پارسیان در انواع سوت با عیار ۷۵۰ را می‌توانید مشاهده کنید
",2022-10-09 08:46:41,اخبار طلا و سکه,نبض بازار
279,پیش بینی قیمت طلا /تضاد در بازار,"
اکوایران : در نظرسنجی سایت کیتکو معامله گران نسبت به تحلیل گران نسبت به ادامه روند صعودی خوشبین‌تر هستند.
",2022-10-09 07:41:31,اخبار طلا و سکه,دنیای اقتصاد
280,پیش بینی قیمت طلا و سکه فردا ۱۷ مهر ۱۴۰۱,"
امروز هر گرم طلا ۱۸ عیار مانند ۲ روز پیش با کاهش قیمت روبرو شد، بطوری که هر گرم طلا ۱۸ عیار که ۲ روز پیش تا ۱,۳۸۵,۰۰۰ تومان رسیده بود، امروز شنبه ۱۶ مهر ۱۴۰۱ با کاهش ۰.۸ درصدی به ۱,۳۷۳,۹۰۰تومان رسید.
",2022-10-08 21:01:58,اخبار طلا و سکه,نبض بازار
281,جهشی که نفت را دو رقمی کرد,"
به دنبال اعلام کاهش تولید اوپک پلاس در بازار، قیمت نفت خام روز جمعه 4 درصد افزایش یافت.
",2022-10-08 16:47:22,اخبار طلا و سکه,اخبار ویژه
282,بازگشت سکه به کانال ۱۴ میلیون تومان,"
طبق اعلام کشتی آرای همزمان با کاهش قیمت دلار در بازار ارز، قیمت طلا و سکه نیز در بازار سبزه میدان با کاهش همراه شده و هر قطعه سکه طرح جدید با قیمت ۱۴ میلیون و ۸۵۰ هزار تومان معامله می شود.
",2022-10-08 15:26:40,اخبار طلا و سکه,اقتصاد آنلاین
283,عوامل کاهش قیمت سکه / پیش‌بینی بازار طلا در روزهای آینده,"
طبق اعلام کشتی آرای همزمان با کاهش قیمت دلار در بازار ارز، قیمت طلا و سکه نیز در بازار سبزه میدان با کاهش همراه شده و هر قطعه سکه طرح جدید با قیمت ۱۴ میلیون و ۸۵۰ هزار تومان معامله می شود.
",2022-10-08 15:16:49,اخبار طلا و سکه,سایت طلا
284,قیمت هر مثقال طلا امروز ۱۶ مهر ۱۴۰۱,"
جدیدترین قیمت انواع طلا در بازار امروز ۱۴ مهر ۱۴۰۱ را می‌توانید در گزارش زیر مشاهده کنید.
",2022-10-08 14:31:46,اخبار طلا و سکه,نبض بازار
285,چالش قهوه؛ این جذاب تلخ!,"
«وانوسیا نوگویرا» مدیر اجرایی سازمان بین‌المللی قهوه اعلام کرد اکثر مصرف‌کنندگان این نوشیدگی تلخ، به جای رفتن به کافه ترجیح می‌دهند در خانه، قهوه بنوشند.
",2022-10-08 14:29:24,اخبار طلا و سکه,اخبار ویژه
286,تداوم روند کاهشی قیمت طلا و سکه در ایران,"
نادر بذرافشان گفت:قیمت طلا و سکه در معاملات امروز نسبت به روز پنج شنبه به روند کاهشی خود ادامه داد.
",2022-10-08 14:16:43,اخبار طلا و سکه,سایت طلا
287,تحلیل تکنیکال بازار‌های ارز و طلا,"
تحلیل تکنیکال بازار‌های ارز و طلا را می توانید در گزارش زیر ملاحظه نمایید.
",2022-10-08 13:46:36,اخبار طلا و سکه,نبض بازار
288,قیمت جهانی طلا امروز ۱۶ مهر ۱۴۰۱ / اونس دوباره به زیر ۱۷۰۰ دلار رفت,"
قیمت هر اونس طلا امروز شنبه ۱۶ مهر ۱۴۰۱ به ۱۶۹۴ دلار و ۸۲ سنت رسید.
",2022-10-08 13:31:54,اخبار طلا و سکه,نبض بازار
289,یکه‌تازی تهرانی‌ها در سومین دوره المپیاد استعدادهای برتر ورزش,"
ستاد المپیاد استعدادهای برتر ورزش کشور اعلام کرد: استان تهران با مجموع ۸۲ مدال طلا، نقره و برنز، پیشتاز جدول سومین دوره المپیاد استعدادهای برتر ورزش است.
",2022-10-08 13:31:48,اخبار طلا و سکه,ایران اکونومیست
290,وضعیت حباب انواع سکه در معاملات امروز ۱۶ مهر ۱۴۰۱ / جدول,"
در جدول زیر قیمت حباب سکه امامی، بهار آزادی، نیم‌سکه، ربع‌سکه و سکه گرمی در معاملات امروز را می‌توانید ملاحظه کنید.
",2022-10-08 13:26:54,اخبار طلا و سکه,نبض بازار
291,نرخ دلار ، طلا و سکه امروز 16 مهر 1401/رشد قیمت دلار در بازار آزاد,"
اقتصادنیوز : در بازار امروز قیمت سکه عقب نشینی کرد.
",2022-10-08 13:21:18,اخبار طلا و سکه,اقتصاد نیوز
292,قیمت طلا و دلار امروز شنبه 16 مهر 1401 / قیمت دلار بالا رفت، طلا دوباره ارزان شد,"
اقتصادنیوز: امروز قیمت طلا 18 عیار پایین آمد .
",2022-10-08 12:16:59,اخبار طلا و سکه,اقتصاد نیوز
293,بررسی رفتار سکه در هفته گذشته,"
رفتار قیمت فلز گران بهای داخلی در هفته گذشته نشان داد که سکه به راحتی نمی‌تواند از سطح ۱۵ میلیون و ۵۰۰ هزار تومان بالا برود.
",2022-10-08 12:16:56,اخبار طلا و سکه,نبض بازار
294,قیمت گرم طلا 18 عیار امروز 16 مهر 1401/ کاهش قیمت طلا ۱۸ عیار,"
اقتصادنیوز: قیمت طلا 18 عیار امروز مسیر افت را تجربه کرد.
",2022-10-08 12:11:54,اخبار طلا و سکه,اقتصاد نیوز
295,نرخ ارز، دلار، سکه، طلا و یورو ۱۶ مهر ۱۴۰۱,"
دلار امروز شنبه ۱۶ مهر در صرافی ملی ۲۸ هزار و ۸۸۰ تومان فروخته شد. ارزش هر گرم طلا ۱۸ عیار به یک میلیون و ۳۸۵ هزار رسید و سکه امامی ۱۵ میلیون و ۷۵ هزار قیمت خورد
",2022-10-08 11:53:02,اخبار طلا و سکه,فرارو
296,کاهش قیمت طلا,"
قیمت هر اونس طلا امروز با ۱.۳ درصد کاهش به ۱۶۹۴ دلار و ۸۲ سنت رسید.
",2022-10-08 11:27:47,اخبار طلا و سکه,خبرگزاری آفتاب
297,افزایش قیمت انس جهانی در هفته گذشته,"
در معاملات هفته گذشته انس جهانی که تا ساعت ۱۲ جمعه ۱۵ مهر ادامه داشت، انس با صعود ۲.۶ درصدی نسبت به هفته قبل مواجه شده و از ۱۶۶۲ دلار به ۱۷۰۶ دلار پایان معاملات جمعه رسید.
",2022-10-08 11:02:24,اخبار طلا و سکه,ایران اکونومیست
298,سکه امسال چقدر گران شد؟,"
بانک مرکزی متوسط قیمت فروش سکه تمام بهار آزادی طرح جدید و قدیم در تهران را طی پنج ماه ابتدای امسال اعلام کرد که بر اساس آن، سکه طرح جدید و قدیم نسبت به مدت مشابه پارسال به‌ترتیب ۳۲.۷ و ۳۴.۹ درصد افزایش قیمت داشته است.
",2022-10-08 10:51:46,اخبار طلا و سکه,سایت طلا
299,افزایش قیمت انس جهانی در هفته گذشته / ادامه موج نزولی در هفته جار,"
در معاملات هفته گذشته انس جهانی که تا ساعت ۱۲ جمعه ۱۵ مهر ادامه داشت، انس با صعود ۲.۶ درصدی نسبت به هفته قبل مواجه شده و از ۱۶۶۲ دلار به ۱۷۰۶ دلار پایان معاملات جمعه رسید.
",2022-10-08 10:31:46,اخبار طلا و سکه,مهر
300,آیا روزهای سرخ طلا در راه است؟,"
با انتشار گزارش قوی مشاغل ایالات متحده در سپتامبر و تقویت دلار، طلا در روز جمعه کاهش یافت.
",2022-10-08 09:54:32,اخبار طلا و سکه,اخبار ویژه
301,شرط ورود خریداران به بازار سکه چیست؟,"
برخی از فعالان بازار معتقدند در صورتی که نرخ دلار در بازار امروز بالای محدوده یاد شده معامله شود این امر ممکن است موجب ورود خریداران به بازار سکه شود.
",2022-10-08 09:51:44,اخبار طلا و سکه,سایت طلا
302,طلا دوباره به زیر ۱۷۰۰ دلار سقوط کرد,"
قیمت هر اونس طلا امروز با ۱.۳ درصد کاهش به ۱۶۹۴ دلار و ۸۲ سنت رسید.
",2022-10-08 09:31:44,اخبار طلا و سکه,اقتصاد آنلاین
303,سرمایه‌گذاران طلا باید صبور باشند,"
افزایش نرخ بهره بانک‌های مرکزی بر قیمت طلا از ابتدای سال جاری میلادی تاثیر گذاشته و باعث شده ارزش این فلز گران‌بها 17 درصد نسبت‌به اوج آن در ماه مارس کاهش یابد.
",2022-10-08 09:31:42,اخبار طلا و سکه,سایت طلا
304,افت اونس طلا/ قیمت جهانی طلا امروز ۱۴۰۱/۰۷/۱۶,"
قیمت هر اونس طلا امروز ۱.۳ درصد کاهش یافت و به ۱۶۹۴ دلار و ۸۲ سنت رسید.
",2022-10-08 09:26:22,اخبار طلا و سکه,اقتصاد نیوز
305,پیش بینی قیمت سکه ۱۶ مهر از مسیر دلار,"
برخی از فعالان بازار معتقدند در صورتی که نرخ دلار در بازار امروز بالای محدوده یاد شده معامله شود این امر ممکن است موجب ورود خریداران به بازار سکه شود.
",2022-10-08 09:21:28,اخبار طلا و سکه,اقتصاد نیوز
306,حسن یزدانی به تیم کهکشانی لیگ پیوست,"
حسن یزدانی قهرمان جهان و المپیک برای حضور در مسابقات لیگ برتر کشتی آزاد با تیم صنایع مازندران قرارداد امضاء کرد.
",2022-10-08 08:51:28,اخبار طلا و سکه,اقتصاد آنلاین
307,رالی قیمت دلار و سکه در تهران/ افزایش یک میلیون تومانی قیمت سکه!,"
اقتصادنیوز: عده ای از معامله گران دلار و سکه نیمه اول مهر ماه را به یک مسابقه رالی تشبیه می کنند.
",2022-10-07 22:51:29,اخبار طلا و سکه,اقتصاد نیوز
308,نوسان سکه حداقلی شد/ برخی قطعات سکه ارزان شد,"
هر اونس طلا در این هفته ۴۷ دلار افزایش داشت. در همین مدت هر گرم طلای ۱۸ عیار ۱۷ هزار تومان رشد داشت، هر مثقال طلای ۱۷ عیار نیز ۷۵ هزار تومان تقویت شد؛ اما نوسان قیمت‌ها در بازار سکه به حداقل رسید.
",2022-10-07 17:26:30,اخبار طلا و سکه,عصر ایران
309,نوسان سکه حداقلی شد,"
 هر اونس طلا در این هفته ۴۷ دلار افزایش داشت. در همین مدت هر گرم طلای ۱۸ عیار ۱۷ هزار تومان رشد داشت، هر مثقال طلای ۱۷ عیار نیز ۷۵ هزار تومان تقویت شد؛ اما نوسان قیمت‌ها در بازار سکه به حداقل رسید.
",2022-10-07 17:16:45,اخبار طلا و سکه,تابناک
310,وضعیت بازار طلا فردا ۱۶ مهر چگونه است؟,"
در هفته گذشته قیمت سکه و طلا در بازار داخل تحت تأثیر بهای انس جهانی و نرخ ارز قرار گرفت.
",2022-10-07 17:16:41,اخبار طلا و سکه,نبض بازار
311,حباب انواع سکه در معاملات امروز ۱۵ مهر ۱۴۰۱ + جدول,"
در جدول زیر قیمت حباب سکه امامی، بهار آزادی، نیم‌سکه، ربع‌سکه و سکه گرمی در معاملات امروز را می‌توانید ملاحظه کنید.
",2022-10-07 12:46:32,اخبار طلا و سکه,نبض بازار
312,پیش بینی قیمت سکه و طلا در هفته پیش رو,"
کارشناس بازار طلا گفت: هفته گذشته قیمت انواع سکه و طلا افزایشی بود و به دلیل تعادل در دادوستدها حباب سکه ثابت و یک میلیون و ۵۰۰ هزار تومان بود.
",2022-10-07 12:26:10,اخبار طلا و سکه,سایت طلا
313,طلا گران می‌شود؟,"
قیمت طلا و سکه دوشنبه ۱۴ شهریور ۱۴۰۱، روند کاهشی داشت. سکه بار دیگر به کانال ۱۳ میلیون تومانی بازگشت. تغییر کانال در بازار ارز و عقبگرد دوباره به کانال ۲۹ هزار تومانی باعث شد با وجود روند افزایشی قیمت اونس، بازار داخلی نزولی شود. اخبار و سیگنال‌های موثر بر بازار را بخوانید.
",2022-10-07 12:16:38,اخبار طلا و سکه,اقتصاد 24
314,وضعیت بازار سکه و طلا در نیمه دوم سال ۱۴۰۱ چگونه خواهد بود؟,"
یک کارشناس بیان کرد: از شواهد بودجه ۱۴۰۱ و چگونگی روابط بین‌المللی می‌توان گفت دلار نیز مانند سایر کالا‌ها با احتمال بسیار قوی، تحت تاثیر تورم خواهد بود.
",2022-10-07 12:11:40,اخبار طلا و سکه,نبض بازار
315,نرخ ارز نزولی شد,"
کارشناس بازار طلا گفت: هفته گذشته قیمت انواع سکه و طلا افزایشی بود و به دلیل تعادل در دادوستدها حباب سکه ثابت و یک میلیون و ۵۰۰ هزار تومان بود.
",2022-10-07 11:51:35,اخبار طلا و سکه,اقتصاد 24
316,طلای جهانی وارد هفته طلایی خود شد,"
قیمت طلا امروز (جمعه) در آستانه انتشار گزارش مشاغل در ایالات‌متحده، ثابت ماند و به سمت بزرگ‌ترین افزایش هفتگی خود از ماه مارس پیش رفت.
",2022-10-07 10:32:00,اخبار طلا و سکه,اقتصاد آنلاین
317,معرفی انواع فلزات گرانبها/قیمت جهانی فلزات گرانبها در معاملات امروز ۱۵ مهر ۱۴۰۱,"
از آنجاییکه فلزات پوششی در برابر تورم در نظر می‌گیرند، سرمایه‌گذاری روی آن‌ها باعث می‌شود ارزش دارایی‌های سرمایه‌گذاران متعادل باقی بماند.
",2022-10-07 10:16:38,اخبار طلا و سکه,نبض بازار
318,عقب‌نشینی قیمت طلا و سکه در آخرین روز هفته,"
قیمت طلا در آخرین روز معاملاتی هفته از قله سه ماهه خود پایین آمد. ارزش سکه امامی به کف کانال ۱۵ میلیون رسید
",2022-10-07 08:51:28,اخبار طلا و سکه,فرارو
319,بازگشت آرامش به بازار طلا,"
اقتصادنیوز: دیروز هر اونس طلای آتی با حدود یک درصد افزایش به هزار و ۷۲۱ دلار رسید.
",2022-10-07 02:01:20,اخبار طلا و سکه,اقتصاد نیوز
320,گوگل از پیکسل واچ با عمر باتری ۲۴ ساعته رونمایی کرد,"
",2022-10-06 20:11:47,اخبار طلا و سکه,دیجی کالا مگ
321,کاهش قیمت طلا و سکه در ایران,"
قیمت طلا و سکه در معاملات امروز نسبت به روز گذشته روند کاهشی به خود گرفت .
",2022-10-06 16:41:29,اخبار طلا و سکه,سایت طلا
322,قیمت طلا امروز افزایش یافت,"
جدیدترین قیمت انواع طلا در بازار امروز ۱۴ مهر ۱۴۰۱ را می‌توانید در گزارش زیر مشاهده کنید.
 ",2022-10-06 12:41:26,اخبار طلا و سکه,نبض بازار
323,قیمت طلا و دلار امروز پنجشنبه 14 مهر 1401 / قیمت دلار ریخت، طلا دوباره گران شد!,"
اقتصادنیوز: امروز قیمت طلا 18 عیار بالا رفت.
",2022-10-06 12:26:47,اخبار طلا و سکه,اقتصاد نیوز
324,قیمت گرم طلا 18 عیار امروز 14 مهر 1401/رشد قیمت طلا ۱۸ عیار,"
اقتصادنیوز: قیمت طلا 18 عیار امروز مسیر رشد را تجربه کرد.
",2022-10-06 12:11:27,اخبار طلا و سکه,اقتصاد نیوز
325,سیلی اوپک پلاس بر صورت بایدن!,"
در پی توافق اوپک پلاس مبنی بر کاهش بیشتر عرضه جهانی نفت، قیمت طلای سیاه تا بالاترین حد سه هفته اخیر افزایش یافت؛ این توافق در واکنش به افزایش نرخ بهره بود.
",2022-10-06 11:16:43,اخبار طلا و سکه,اخبار ویژه
326,بازگشت طلا به کانال ۱۷۰۰ دلاری,"
بهای هر اونس طلابا ۵.۸ درصد افزایش به ۱۷۲۲ دلار و ۲۰ سنت رسید
",2022-10-06 11:16:42,اخبار طلا و سکه,بورس نیوز
327,اثر انتخابات آمریکا بر بازار ارز و سکه/ روند صعودی دلار متوقف شد,"
از سرگیری احتمال مذاکره و سیگنال احیای برجام بازار ارز و سکه را متمایل به کاهش کرد.
",2022-10-06 11:06:57,اخبار طلا و سکه,اقتصاد نیوز
328,سیگنال برجام به بازار سکه /قیمت سکه به کدام سمت می رود؟,"
خبر مهم اولیانوف درباره زمان ازسرگیری مذاکرات برجام موجب شد قیمت سکه وارد فاز نزولی شود.
",2022-10-06 10:46:20,اخبار طلا و سکه,سایت طلا
329,قیمت جهانی طلا امروز ۱۴ مهر ۱۴۰۱ / اونس همچنان در حال صعود,"
قیمت هر اونس طلا امروز پنجشنبه ۱۴ مهر به ۱۷۲۲ دلار و ۲۰ سنت رسید.
",2022-10-06 10:11:58,اخبار طلا و سکه,نبض بازار
330,سیگنال برجام به بازار سکه,"
خبر مهم اولیانوف درباره زمان ازسرگیری مذاکرات برجام موجب شد قیمت سکه وارد فاز نزولی شود. فعالان بازار سکه معتقدند در صورت تداوم روند کاهشی قیمت دلار در بازار امروز این امر ممکن است موجب خروج عده ای از سکه بازان از بازار و اصلاح قیمت سکه شود.
",2022-10-06 10:11:53,اخبار طلا و سکه,اقتصاد 24
